2024-09-28 01:49:12,877 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-09-28 01:49:12,904 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-09-28 01:49:12,906 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-09-28 01:49:12,907 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-09-28 01:49:12,909 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-09-28 01:49:12,910 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-09-28 01:49:12,911 INFO  SwAddin.cs: 201 - Setting up command manager
2024-09-28 01:49:12,912 INFO  SwAddin.cs: 204 - Adding command manager
2024-09-28 01:49:12,914 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-09-28 01:49:12,917 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-09-28 01:49:12,917 INFO  SwAddin.cs: 210 - Adding event handlers
2024-09-28 01:49:12,920 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-09-28 01:57:36,012 INFO  SwAddin.cs: 294 - Assembly export called for file URDF_asm
2024-09-28 01:57:37,649 INFO  SwAddin.cs: 313 - Saving assembly
2024-09-28 01:57:38,950 INFO  SwAddin.cs: 316 - Opening property manager
2024-09-28 01:57:38,966 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from URDF_asm
2024-09-28 01:57:38,970 INFO  ExportHelperExtension.cs: 1136 - Found 51 in URDF_asm
2024-09-28 01:57:38,971 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in URDF_asm
2024-09-28 01:57:38,972 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-09-28 01:57:38,973 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-09-28 01:57:38,974 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from elbow-1
2024-09-28 01:57:38,975 INFO  ExportHelperExtension.cs: 1136 - Found 39 in elbow-1
2024-09-28 01:57:38,976 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in elbow-1
2024-09-28 01:57:38,977 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm-2
2024-09-28 01:57:38,978 INFO  ExportHelperExtension.cs: 1136 - Found 89 in arm-2
2024-09-28 01:57:38,979 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm-2
2024-09-28 01:57:38,980 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_base-1
2024-09-28 01:57:38,980 INFO  ExportHelperExtension.cs: 1136 - Found 28 in arm_base-1
2024-09-28 01:57:38,981 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_base-1
2024-09-28 01:57:38,981 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_joint-1
2024-09-28 01:57:38,982 INFO  ExportHelperExtension.cs: 1136 - Found 36 in shoulder_joint-1
2024-09-28 01:57:38,983 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_joint-1
